country,region,start,end,ndays,wfi_MW,dT_attrib_C,dE_heat_MWh,E_wind_MWh,werr,slope_used,slope_se,beta,beta_se
DE,northsea_to_denmark_germany,2015-07-01,2015-07-07,7,2866.964985714286,1.4444004020182657,8861.530785520388,923432.0,0.00959630030746215,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2015-08-29,2015-08-31,3,2715.6415,1.3681623925937927,3597.3443606140354,188099.0,0.019124739422400096,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2016-08-25,2016-08-27,3,3068.580966666667,1.545976181768632,4064.8747029112274,398966.0,0.010188524092056034,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2016-09-12,2016-09-14,3,3335.3595333333337,1.680381405014561,4418.269792922567,477719.0,0.009248679229678047,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2017-05-27,2017-05-29,3,3676.9282666666663,1.8524665257613764,4870.737600848887,426715.0,0.01141449820336498,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2017-06-19,2017-06-22,4,3658.22325,1.8430427854200344,6461.279359225508,504853.0,0.012798338049344084,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2017-07-06,2017-07-08,3,3247.0006333333336,1.6358654687133385,4301.222903403071,306485.0,0.014034040502481592,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2018-08-03,2018-08-06,4,3472.3941250000003,1.7494205527823277,6133.0615858281535,467676.0,0.013113911310026928,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2018-09-11,2018-09-20,10,3828.8289300000006,1.9289953219897147,16906.522404977946,2425183.0,0.0069712357397268354,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2019-06-02,2019-06-04,3,4276.718033333334,2.1546455144886956,5665.2645421525685,606495.0,0.009340991339009503,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2019-06-25,2019-06-30,6,3918.23065,1.9740366395337277,10380.77001869545,1324983.0,0.007834643930296049,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2019-07-23,2019-07-26,4,3934.284,1.9821244485266105,6948.867323100408,754456.0,0.009210434171244456,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2020-07-27,2020-07-31,5,4150.3303,2.0909703410050673,9163.069634062866,1427059.0,0.006420946600009436,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2020-08-08,2020-08-12,5,3728.50432,1.8784509631508768,8231.76524409737,1008628.0,0.008161349123856734,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
DE,northsea_to_denmark_germany,2020-09-12,2020-09-20,9,3848.1562888888884,1.9387326034312966,15292.67761366426,1979884.0,0.007724027071113388,36.51841067266744,,0.0005038081766661,8.009783744532679e-05
